title,artist,created,genre,duration_sec,plays,likes,url
"Karma Karma Radio 076 - Oskido Guest Mix","Shimza","2026-03-09","afrohouse",3573,8627,321,"https://soundcloud.com/shimza/karma-karma-radio-076"
"Karma Karma Radio 075","Shimza","2026-03-02","afrohouse",3609,13579,557,"https://soundcloud.com/shimza/karma-karma-radio-075"
"Karma Karma Radio 074","Shimza","2026-02-23","afrohouse",3490,14461,538,"https://soundcloud.com/shimza/karma-karma-radio-074"
"No Shape Without You","Shimza, LevyM","2026-03-10","Dance",30,6977,302,"https://soundcloud.com/shimza/no-shape-without-you"
"Karma Karma Radio 073","Shimza","2026-02-17","afrohouse",3578,10438,392,"https://soundcloud.com/shimza/karma-karma-radio-073"
"Karma Karma Radio 072","Shimza","2026-02-09","Afrohouse",3546,9441,386,"https://soundcloud.com/shimza/karma-karma-radio-072"
"Karma Karma Radio 071","Shimza","2026-02-03","Afrotech",3617,9454,378,"https://soundcloud.com/shimza/karma-karma-radio-071"
"Karma Karma Radio 070","Shimza","2026-01-26","Afrotech",3544,8975,353,"https://soundcloud.com/shimza/karma-karma-radio-070"
"Karma Karma Radio 069 - Unreleased Records Special","Shimza","2026-01-19","Afrohouse",3570,12824,559,"https://soundcloud.com/shimza/karma-karma-radio-069"
"Karma Karma Radio 068","Shimza","2026-01-09","Afrohouse",3562,9658,400,"https://soundcloud.com/shimza/karma-karma-radio-068"
"Shimza & Elderbrook - Falling","Shimza, Elderbrook","2026-01-09","Afrohouse",183,35465,1254,"https://soundcloud.com/shimza/shimza-elderbrook-falling"
"Karma Karma Radio 067","Shimza","2025-12-19","Afrotech",3522,13431,473,"https://soundcloud.com/shimza/karma-karma-radio-067"
"Karma Karma Radio 066 - Shimza live from Chinois, Ibiza (Part 2)","Shimza","2025-12-15","Afrotech",3400,12734,476,"https://soundcloud.com/shimza/karma-karma-radio-066"
"Karma Karma Radio 065","Shimza","2025-12-08","Afrohouse",3547,10482,333,"https://soundcloud.com/shimza/karma-karma-radio-065"
"Karma Karma Radio 064 - Shimza live from Chinois, Ibiza (Part 1)","Shimza","2025-12-01","Afrotech",3435,12893,445,"https://soundcloud.com/shimza/karma-karma-radio-064"
"Karma Karma Radio 063","Shimza","2025-11-24","Afrohouse",3623,15093,534,"https://soundcloud.com/shimza/karma-karma-radio-063"
